,tweet_id,favorites,retweets
805,770772759874076672,5579,1561
806,770655142660169732,7874,1918
807,770414278348247044,6765,2271
808,770293558247038976,6702,1644
809,770093767776997377,0,3348
810,770069151037685760,8147,2539
811,769940425801170949,33812,10640
812,769695466921623552,6869,1833
813,769335591808995329,0,8461
814,769212283578875904,5785,1892
815,768970937022709760,15485,7210
816,768909767477751808,0,2984
817,768855141948723200,4508,982
818,768609597686943744,4420,1335
819,768596291618299904,5390,1405
820,768554158521745409,0,6408
821,768473857036525572,14630,3781
822,768193404517830656,11706,3898
823,767884188863397888,5095,1546
824,767754930266464257,17205,5929
825,767500508068192258,8042,2563
826,767191397493538821,13192,4199
827,767122157629476866,10874,3142
828,766864461642756096,0,6236
829,766793450729734144,5456,1493
830,766714921925144576,2792,423
831,766693177336135680,4329,868
832,766423258543644672,6461,1754
833,766313316352462849,7277,2074
834,766078092750233600,0,2854
835,766069199026450432,4593,956
836,766008592277377025,4005,540
837,765719909049503744,7773,2373
838,765669560888528897,5573,1338
839,765395769549590528,28296,3731
840,765371061932261376,7601,2366
841,765222098633691136,12467,3713
842,764857477905154048,6890,1946
843,764259802650378240,6493,1667
844,763956972077010945,793,59
845,763837565564780549,13539,4586
846,763183847194451968,5799,1621
847,763167063695355904,0,3319
848,763103485927849985,7891,2499
849,762699858130116608,13066,3983
850,762471784394268675,12114,7152
851,762464539388485633,11093,4639
852,762316489655476224,5173,1237
853,762035686371364864,34303,17155
854,761976711479193600,5802,2218
855,761750502866649088,0,4337
856,761745352076779520,4559,940
857,761672994376806400,53068,31888
858,761599872357261312,4425,1292
859,761371037149827077,0,19703
860,761334018830917632,5584,1597
861,761292947749015552,4793,1208
862,761227390836215808,5703,1707
863,761004547850530816,12093,3803
864,760893934457552897,4093,1066
865,760656994973933572,7083,2110
866,760641137271070720,5301,1415
867,760539183865880579,8120,3979
868,760521673607086080,4532,1537
869,760290219849637889,28697,12606
870,760252756032651264,4221,948
871,760190180481531904,6112,1990
872,760153949710192640,0,35
873,759943073749200896,6360,2300
874,759923798737051648,15719,6236
875,759846353224826880,7206,2181
876,759793422261743616,6384,2089
877,759566828574212096,0,23218
878,759557299618865152,5037,1286
879,759447681597108224,9097,2691
880,759446261539934208,1788,535
881,759197388317847553,6488,2126
882,759159934323924993,0,1288
883,759099523532779520,15564,4589
884,759047813560868866,6979,2211
885,758854675097526272,3798,980
886,758828659922702336,11950,4194
887,758740312047005698,6128,1752
888,758474966123810816,4093,1085
889,758467244762497024,5146,2443
890,758405701903519748,5567,2109
891,758355060040593408,3674,1191
892,758099635764359168,20534,11048
893,758041019896193024,2898,412
894,757741869644341248,7372,3565
895,757729163776290825,0,8893
896,757725642876129280,4848,1336
897,757611664640446465,4871,1225
898,757597904299253760,0,321
899,757596066325864448,4653,1163
900,757400162377592832,16216,7485
901,757393109802180609,6248,1913
902,757354760399941633,4833,1557
903,756998049151549440,6703,2179
904,756939218950160384,7107,2202
905,756651752796094464,5423,1445
906,756526248105566208,11137,3965
907,756303284449767430,4235,1187
908,756288534030475264,45718,19168
909,756275833623502848,6890,1681
910,755955933503782912,7858,3159
911,755206590534418437,17625,5890
912,755110668769038337,22700,12124
913,754874841593970688,0,8790
914,754856583969079297,7354,2767
915,754747087846248448,2752,572
916,754482103782404096,5677,2135
917,754449512966619136,4002,804
918,754120377874386944,8377,2554
919,753655901052166144,6253,2386
920,753420520834629632,8455,3901
921,753398408988139520,6191,2100
922,753375668877008896,8150,2551
923,753298634498793472,0,6315
924,753294487569522689,3633,1140
925,753039830821511168,39652,22931
926,753026973505581056,4162,1063
927,752932432744185856,13485,7470
928,752917284578922496,7357,1717
929,752701944171524096,0,3155
930,752682090207055872,6417,1757
931,752660715232722944,4716,1723
932,752568224206688256,5927,2499
933,752519690950500352,7896,3763
934,752334515931054080,4080,1205
935,752309394570878976,0,18234
936,752173152931807232,6359,2020
937,751950017322246144,3289,1018
938,751937170840121344,5567,1467
939,751830394383790080,6199,2140
940,751793661361422336,6264,3191
941,751598357617971201,8435,3313
942,751583847268179968,4707,1220
943,751538714308972544,5381,1390
