,tweet_id,favorites,retweets
944,751456908746354688,3420,1088
945,751251247299190784,13339,6422
946,751205363882532864,6743,2003
947,751132876104687617,5428,1428
948,750868782890057730,5106,1515
949,750719632563142656,14090,5517
950,750506206503038976,4754,1257
951,750429297815552001,14074,4707
952,750383411068534784,4844,1239
953,750381685133418496,736,33
954,750147208377409536,3302,1056
955,750132105863102464,3872,1386
956,750117059602808832,4609,1421
957,750101899009982464,3242,919
958,750086836815486976,2315,594
959,750071704093859840,8381,3645
960,750056684286914561,3345,974
961,750041628174217216,3388,674
962,750026558547456000,2891,862
963,750011400160841729,3461,995
964,749996283729883136,3228,881
965,749981277374128128,5452,2676
966,749774190421639168,4951,1431
967,749417653287129088,6508,1824
968,749403093750648834,2799,599
969,749395845976588288,9174,3782
970,749317047558017024,5854,2417
971,749075273010798592,6148,2253
972,749064354620928000,5102,1644
973,749036806121881602,3296,850
974,748977405889503236,11422,3715
975,748932637671223296,6230,2463
976,748705597323898880,2943,1030
977,748699167502000129,5047,1747
978,748692773788876800,4515,1449
979,748575535303884801,6458,2174
980,748568946752774144,2322,730
981,748346686624440324,5574,1343
982,748337862848962560,8203,4499
983,748324050481647620,3945,835
984,748307329658011649,3905,778
985,748220828303695873,15046,8490
986,747963614829678593,6168,2340
987,747933425676525569,7066,2782
988,747885874273214464,3144,1076
989,747844099428986880,2990,814
990,747816857231626240,5169,1266
991,747651430853525504,1468,171
992,747648653817413632,13724,6359
993,747600769478692864,2464,597
994,747594051852075008,3926,1148
995,747512671126323200,5910,1723
996,747461612269887489,4118,1126
997,747439450712596480,5780,2094
998,747242308580548608,0,3137
999,747219827526344708,5622,1721
1000,747204161125646336,3596,999
1001,747103485104099331,10191,4355
1002,746906459439529985,3074,325
1003,746872823977771008,6372,2338
1004,746818907684614144,5635,1875
1005,746790600704425984,5174,1727
1006,746757706116112384,10166,4229
1007,746726898085036033,6417,1945
1008,746542875601690625,5348,2028
1009,746521445350707200,0,1067
1010,746507379341139972,4925,1173
1011,746369468511756288,6563,1795
1012,746131877086527488,7338,2393
1013,746056683365994496,3773,892
1014,745789745784041472,4295,1159
1015,745712589599014916,7426,2527
1016,745433870967832576,7544,2762
1017,745422732645535745,9113,2643
1018,745314880350101504,7612,3011
1019,745074613265149952,8321,3826
1020,745057283344719872,7686,2474
1021,744995568523612160,3167,678
1022,744971049620602880,8369,2924
1023,744709971296780288,5943,1688
1024,744334592493166593,7186,2321
1025,744234799360020481,164340,84546
1026,744223424764059648,1802,405
1027,743980027717509120,4408,1180
1028,743895849529389061,3868,1037
1029,743835915802583040,0,2270
1030,743609206067040256,4760,1493
1031,743595368194129920,19588,7115
1032,743545585370791937,3741,1015
1033,743510151680958465,8380,4005
1034,743253157753532416,4493,1311
1035,743222593470234624,6575,2064
1036,743210557239623680,4068,1475
1037,742534281772302336,7472,3852
1038,742528092657332225,4712,2158
1039,742465774154047488,7689,4211
1040,742423170473463808,10432,4124
1041,742385895052087300,7208,2158
1042,742161199639494656,4595,1487
1043,742150209887731712,5457,1691
1044,741793263812808706,4837,1638
1045,741743634094141440,8673,2996
1046,741438259667034112,3889,906
1047,741303864243200000,9301,3503
1048,741099773336379392,10647,6007
1049,741067306818797568,10002,3348
1050,740995100998766593,6794,2998
1051,740711788199743490,3613,1010
1052,740699697422163968,3000,842
1053,740676976021798912,19229,7381
1054,740373189193256964,36799,14432
1055,740365076218183684,2629,472
1056,740359016048689152,3502,924
1057,740214038584557568,7096,2133
1058,739979191639244800,21154,6408
1059,739932936087216128,4296,1171
1060,739844404073074688,4017,922
1061,739623569819336705,4033,1472
1062,739606147276148736,5704,1799
1063,739544079319588864,42093,23218
1064,739485634323156992,7620,3184
1065,739238157791694849,121992,62818
1066,738891149612572673,113,6
1067,738885046782832640,3993,1236
1068,738883359779196928,3543,880
1069,738537504001953792,5392,1693
1070,738402415918125056,3461,920
1071,738184450748633089,4573,1315
1072,738166403467907072,9322,3699
1073,738156290900254721,2680,712
1074,737826014890496000,5574,1914
1075,737800304142471168,10580,3748
1076,737678689543020544,5340,1451
1077,737445876994609152,10917,4830
1078,737322739594330112,3819,876
1079,737310737551491075,15557,8020
1080,736736130620620800,4579,1880
1081,736392552031657984,18785,8038
1082,736365877722001409,4225,1356
1083,736225175608430592,8610,2991
1084,736010884653420544,8374,3224
1085,735991953473572864,3815,1244
1086,735648611367784448,4244,1184
1087,735635087207878657,6546,2554
1088,735274964362878976,13776,5485
1089,735256018284875776,3543,958
1090,735137028879360001,3315,1048
1091,734912297295085568,2899,556
1092,734787690684657664,13286,6801
1093,734776360183431168,2652,584
1094,734559631394082816,1578,427
1095,733828123016450049,3799,838
1096,733822306246479872,3885,1089
1097,733482008106668032,3324,1025
1098,733460102733135873,4452,1382
1099,733109485275860992,47214,17397
1100,732732193018155009,2580,578
1101,732726085725589504,3737,957
1102,732585889486888962,3891,830
1103,732375214819057664,8548,2721
1104,732005617171337216,15785,5895
1105,731285275100512256,3684,1064
1106,731156023742988288,4054,1372
1107,730924654643314689,6477,2136
1108,730573383004487680,5204,2327
1109,730427201120833536,3662,1122
1110,730211855403241472,4044,1139
1111,730196704625098752,5163,2074
1112,729854734790754305,4253,1207
1113,729838605770891264,1799,414
1114,729823566028484608,4208,1333
1115,729463711119904772,6137,2483
1116,729113531270991872,1991,353
1117,728986383096946689,3341,883
1118,728760639972315136,4932,1835
1119,728751179681943552,2940,731
1120,728653952833728512,3503,1123
1121,728409960103686147,5192,2171
1122,728387165835677696,3875,1032
1123,728046963732717569,4553,1266
1124,728035342121635841,4799,1801
1125,728015554473250816,4326,1183
1126,727685679342333952,3106,687
1127,727644517743104000,6225,1888
1128,727524757080539137,4718,1320
1129,727314416056803329,3507,806
1130,727286334147182592,3211,876
1131,727175381690781696,4091,1479
1132,727155742655025152,3840,1424
1133,726935089318363137,7272,2647
1134,726887082820554753,4048,1624
1135,726828223124897792,3749,1087
1136,726224900189511680,4660,1247
1137,725842289046749185,7439,2854
1138,725786712245440512,4400,1462
1139,725729321944506368,5483,1924
1140,725458796924002305,1488,670
1141,724983749226668032,3906,1406
1142,724771698126512129,2499,691
1143,724405726123311104,5598,1776
1144,724049859469295616,4574,1905
1145,724046343203856385,2813,598
1146,724004602748780546,4419,1703
1147,723912936180330496,4105,1317
1148,723688335806480385,8134,3212
1149,723673163800948736,3196,960
1150,723179728551723008,5586,2022
1151,722974582966214656,4344,1697
1152,722613351520608256,5221,1762
1153,721503162398597120,4919,2018
1154,721001180231503872,2667,661
1155,720785406564900865,3291,840
1156,720775346191278080,2620,734
1157,720415127506415616,4350,1608
1158,720389942216527872,6764,2716
1159,720340705894408192,3032,1047
1160,720059472081784833,4106,1218
1161,720043174954147842,5166,2165
1162,719991154352222208,5097,1885
1163,719704490224398336,4816,1567
1164,719551379208073216,5336,2087
1165,719367763014393856,2946,797
1166,719339463458033665,4660,1349
1167,719332531645071360,3602,1031
1168,718971898235854848,3682,1183
1169,718939241951195136,5521,1897
1170,718631497683582976,19957,8715
1171,718613305783398402,2575,519
1172,718540630683709445,2629,1090
1173,718460005985447936,2856,573
1174,718454725339934721,5140,1624
1175,718246886998687744,2038,537
1176,718234618122661888,4085,1081
1177,717841801130979328,2585,642
1178,717790033953034240,3047,1216
1179,717537687239008257,6073,1985
1180,717428917016076293,1690,489
1181,717421804990701568,3322,909
1182,717047459982213120,6615,2050
1183,717009362452090881,3454,1048
1184,716802964044845056,4503,1264
1185,716791146589110272,5840,1494
1186,716730379797970944,1298,458
1187,716447146686459905,13838,6336
1188,716439118184652801,2495,231
1189,716285507865542656,2932,1168
1190,716080869887381504,5150,1872
1191,715928423106027520,3366,945
1192,715758151270801409,3943,1531
1193,715733265223708672,4929,1828
1194,715704790270025728,2955,606
1195,715696743237730304,4119,1388
1196,715680795826982913,4570,1747
1197,715360349751484417,5773,1694
1198,715342466308784130,3187,736
1199,715220193576927233,2546,706
1200,715200624753819648,5410,2031
1201,715009755312439296,4397,1329
1202,714982300363173890,3959,1112
1203,714962719905021952,7770,4609
1204,714957620017307648,4364,1530
1205,714631576617938945,3452,1080
1206,714606013974974464,3821,1005
1207,714485234495041536,2861,1250
1208,714258258790387713,3169,773
1209,714251586676113411,3450,907
1210,714214115368108032,2395,943
1211,714141408463036416,4538,1505
1212,713919462244790272,3461,835
1213,713909862279876608,2018,590
1214,713900603437621249,2984,804
1215,713761197720473600,5158,1485
1216,713411074226274305,4657,1393
1217,713177543487135744,7596,3056
1218,713175907180089344,4716,1565
1219,712809025985978368,19621,7251
1220,712717840512598017,13062,5392
1221,712668654853337088,4394,1311
1222,712438159032893441,5621,1686
1223,712309440758808576,257,25
1224,712097430750289920,4015,1114
1225,712092745624633345,3107,970
1226,712085617388212225,3423,521
1227,712065007010385924,2397,668
1228,711998809858043904,0,135
1229,711968124745228288,8512,2489
1230,711743778164514816,3003,1065
1231,711732680602345472,9395,4446
1232,711694788429553666,34702,19703
1233,711652651650457602,4086,987
1234,711363825979756544,3859,1221
1235,711306686208872448,3499,794
1236,711008018775851008,3162,671
1237,710997087345876993,4810,1499
1238,710844581445812225,2689,741
1239,710833117892898816,2841,581
1240,710658690886586372,2444,608
1241,710609963652087808,5070,2536
1242,710588934686908417,4811,2026
1243,710296729921429505,2501,793
1244,710283270106132480,2251,558
1245,710272297844797440,4782,1358
1246,710269109699739648,2541,1215
1247,710153181850935296,3070,964
1248,710140971284037632,2927,964
1249,710117014656950272,5805,2142
1250,709918798883774466,3147,1154
1251,709901256215666688,710,106
1252,709852847387627521,3697,1286
1253,709566166965075968,3740,1301
1254,709556954897764353,3469,1145
1255,709519240576036864,1574,258
1256,709449600415961088,2353,640
1257,709409458133323776,2770,749
1258,709225125749587968,2532,620
1259,709207347839836162,13331,6301
1260,709198395643068416,2550,689
1261,709179584944730112,2130,725
1262,709158332880297985,2163,449
1263,709042156699303936,5026,1773
1264,708853462201716736,1896,706
1265,708845821941387268,3143,967
1266,708834316713893888,1796,543
1267,708810915978854401,17439,7510
1268,708738143638450176,2895,881
1269,708711088997666817,2697,787
1270,708479650088034305,2691,729
1271,708469915515297792,3253,886
1272,708400866336894977,16920,10919
1273,708356463048204288,3822,1449
1274,708349470027751425,2485,793
1275,708149363256774660,4516,1662
1276,708130923141795840,3582,907
1277,708119489313951744,2839,1054
1278,708109389455101952,2040,584
1279,708026248782585858,4615,2076
1280,707995814724026368,3290,1209
1281,707983188426153984,51,2
1282,707969809498152960,2860,1047
1283,707776935007539200,3467,1022
1284,707741517457260545,2638,658
1285,707738799544082433,4336,2663
1286,707693576495472641,3629,1080
1287,707629649552134146,2727,948
1288,707610948723478529,17935,6938
1289,707420581654872064,2405,748
1290,707411934438625280,2411,648
1291,707387676719185920,3712,1407
1292,707377100785885184,3480,1164
1293,707315916783140866,2615,691
1294,707297311098011648,2926,858
1295,707059547140169728,2723,732
1296,707038192327901184,2326,856
1297,707021089608753152,4305,1482
1298,707014260413456384,2437,645
1299,706904523814649856,15428,8461
1300,706901761596989440,2191,645
1301,706681918348251136,3510,1047
1302,706644897839910912,2730,1183
1303,706593038911545345,2288,678
1304,706538006853918722,3664,1526
1305,706516534877929472,3277,1115
1306,706346369204748288,3647,996
1307,706310011488698368,22683,8644
1308,706291001778950144,1800,505
1309,706265994973601792,2886,991
1310,706169069255446529,4137,2403
1311,706166467411222528,5449,1738
1312,706153300320784384,1582,414
1313,705975130514706432,3282,800
1314,705970349788291072,3327,962
1315,705898680587526145,2513,606
1316,705786532653883392,2063,573
1317,705591895322394625,3356,1240
1318,705475953783398401,3132,1001
1319,705442520700944385,4718,1786
1320,705428427625635840,4044,1829
1321,705239209544720384,3173,814
1322,705223444686888960,2741,870
1323,705102439679201280,2275,553
1324,705066031337840642,2299,656
1325,704871453724954624,4522,1205
1326,704859558691414016,2394,590
1327,704847917308362754,5419,1657
1328,704819833553219584,2794,1084
1329,704761120771465216,7031,3137
1330,704499785726889984,3115,1081
1331,704491224099647488,811,91
1332,704480331685040129,3600,1146
1333,704364645503647744,8519,3842
1334,704347321748819968,1681,382
1335,704134088924532736,1605,505
1336,704113298707505153,1969,609
1337,704054845121142784,3098,996
1338,703774238772166656,1955,501
1339,703769065844768768,3490,1227
1340,703631701117943808,2754,748
1341,703611486317502464,4090,1642
1342,703425003149250560,4021,1497
1343,703407252292673536,2609,757
1344,703382836347330562,3713,1233
1345,703356393781329922,2026,418
1346,703268521220972544,2088,595
1347,703079050210877440,7813,3355
1348,703041949650034688,27956,13563
1349,702932127499816960,2747,782
1350,702899151802126337,1711,485
1351,702684942141153280,3408,1164
1352,702671118226825216,2320,605
1353,702598099714314240,10965,3542
1354,702539513671897089,3041,1040
1355,702332542343577600,3391,1685
1356,702321140488925184,3477,1116
1357,702276748847800320,2627,826
1358,702217446468493312,5097,1453
1359,701981390485725185,3646,1074
1360,701952816642965504,4031,1105
1361,701889187134500865,3773,1491
1362,701805642395348998,3643,1834
1363,701601587219795968,2214,497
1364,701570477911896070,2986,1012
1365,701545186879471618,2814,660
1366,701214700881756160,12957,5534
1367,700890391244103680,2355,620
1368,700864154249383937,2753,662
1369,700847567345688576,2580,540
1370,700796979434098688,2582,1037
1371,700747788515020802,24217,10146
1372,700518061187723268,2799,864
1373,700505138482569216,2416,618
1374,700462010979500032,4397,1951
1375,700167517596164096,2806,809
1376,700151421916807169,2377,714
1377,700143752053182464,7998,2984
1378,700062718104104960,2800,751
1379,700029284593901568,2191,630
1380,700002074055016451,3512,1456
1381,699801817392291840,3235,1041
1382,699788877217865730,2382,536
1383,699779630832685056,2938,1338
1384,699775878809702401,2078,658
1385,699691744225525762,10889,4966
1386,699446877801091073,6290,2828
1387,699434518667751424,2300,550
1388,699423671849451520,1452,359
1389,699413908797464576,2188,669
1390,699370870310113280,1991,474
1391,699323444782047232,3349,934
1392,699088579889332224,2369,679
1393,699079609774645248,2594,710
1394,699072405256409088,3181,1283
1395,699060279947165696,4010,1960
1396,699036661657767936,2770,1292
1397,698989035503689728,3590,1062
1398,698953797952008193,2869,977
1399,698907974262222848,2689,670
1400,698710712454139905,2625,742
1401,698703483621523456,1539,409
1402,698635131305795584,1364,369
1403,698549713696649216,2454,664
1404,698355670425473025,1981,486
1405,698342080612007937,2403,1025
1406,698262614669991936,5035,2169
1407,698195409219559425,17773,6455
1408,698178924120031232,2967,798
1409,697995514407682048,1617,360
1410,697990423684476929,3488,1398
1411,697943111201378304,2551,748
1412,697881462549430272,3201,1283
1413,697630435728322560,1854,581
1414,697616773278015490,3349,1093
1415,697596423848730625,3216,1362
1416,697575480820686848,2161,546
1417,697516214579523584,2192,1225
1418,697482927769255936,2570,734
1419,697463031882764288,3611,1488
1420,697270446429966336,4950,2014
1421,697259378236399616,3485,1077
1422,697255105972801536,3199,1257
1423,697242256848379904,2663,720
1424,696900204696625153,3386,1108
1425,696894894812565505,2491,732
1426,696886256886657024,5129,1935
1427,696877980375769088,2586,768
1428,696754882863349760,1562,386
1429,696744641916489729,2201,1021
1430,696713835009417216,2525,700
1431,696518437233913856,4130,1833
1432,696490539101908992,1293,159
1433,696488710901260288,2691,1119
1434,696405997980676096,3407,1231
1435,696100768806522880,2051,717
1436,695816827381944320,3184,1271
1437,695794761660297217,3377,848
1438,695767669421768709,1983,805
1439,695629776980148225,4848,2274
1440,695446424020918272,4625,1957
1441,695409464418041856,9146,3858
1442,695314793360662529,3866,1593
1443,695095422348574720,2799,665
1444,695074328191332352,3016,1193
1445,695064344191721472,1711,652
1446,695051054296211456,2831,851
1447,694925794720792577,2857,986
1448,694905863685980160,2929,1011
1449,694669722378485760,37868,15642
1450,694356675654983680,1597,313
1451,694352839993344000,2160,672
1452,694342028726001664,1671,528
1453,694329668942569472,2130,542
1454,694206574471057408,4443,2198
1455,694183373896572928,3120,1004
1456,694001791655137281,3593,1118
1457,693993230313091072,1981,437
1458,693942351086120961,1837,398
1459,693647888581312512,2860,643
1460,693644216740769793,1425,139
1461,693642232151285760,2696,448
1462,693629975228977152,2598,868
1463,693622659251335168,1636,399
1464,693590843962331137,5367,2131
1465,693582294167244802,1741,276
1466,693486665285931008,1885,680
1467,693280720173801472,3566,1346
1468,693267061318012928,2533,889
1469,693262851218264065,2367,544
1470,693231807727280129,3038,795
1471,693155686491000832,8367,3463
1472,693109034023534592,1826,665
1473,693095443459342336,1995,500
1474,692919143163629568,2833,805
1475,692905862751522816,2585,948
1476,692901601640583168,1899,656
1477,692894228850999298,2417,873
1478,692828166163931137,3046,956
1479,692752401762250755,7247,3929
1480,692568918515392513,4615,1662
1481,692535307825213440,3382,1469
1482,692530551048294401,1962,456
1483,692423280028966913,1570,248
1484,692417313023332352,9913,3761
1485,692187005137076224,2676,887
1486,692158366030913536,2287,859
1487,692142790915014657,1742,426
1488,692041934689402880,3603,1378
1489,692017291282812928,3038,1036
1490,691820333922455552,4186,1786
1491,691793053716221953,8612,4546
1492,691756958957883396,3069,1106
1493,691675652215414786,2062,551
1494,691483041324204033,2518,612
1495,691459709405118465,4317,1244
1496,691444869282295808,2816,918
1497,691416866452082688,20520,8280
1498,691321916024623104,2736,714
1499,691096613310316544,3145,967
1500,691090071332753408,1812,362
1501,690989312272396288,6271,3112
1502,690959652130045952,3799,1360
1503,690938899477221376,4388,2166
1504,690932576555528194,3491,1107
1505,690735892932222976,4012,1386
1506,690728923253055490,2306,562
1507,690690673629138944,2474,858
1508,690649993829576704,1387,305
1509,690607260360429569,307,17
1510,690597161306841088,2088,653
1511,690400367696297985,1984,490
1512,690374419777196032,3455,934
1513,690360449368465409,2815,964
1514,690348396616552449,1594,553
1515,690248561355657216,1791,446
1516,690021994562220032,2969,1119
1517,690015576308211712,2665,801
1518,690005060500217858,3895,1831
1519,689999384604450816,1515,407
1520,689993469801164801,1559,497
1521,689977555533848577,1449,483
1522,689905486972461056,2578,749
1523,689877686181715968,3201,1283
1524,689835978131935233,2297,818
1525,689661964914655233,3396,1007
1526,689659372465688576,11020,4227
1527,689623661272240129,2370,701
1528,689599056876867584,12350,5991
1529,689557536375177216,2178,502
1530,689517482558820352,3603,1552
1531,689289219123089408,2391,1008
1532,689283819090870273,3492,1198
1533,689280876073582592,2119,779
1534,689275259254616065,1229,267
1535,689255633275777024,2715,1168
1536,689154315265683456,3246,1088
1537,689143371370250240,2153,558
1538,688916208532455424,2906,944
1539,688908934925697024,2252,839
1540,688898160958271489,2234,852
1541,688894073864884227,2371,753
1542,688828561667567616,1464,402
1543,688804835492233216,1018,213
1544,688789766343622656,2350,722
1545,688547210804498433,2772,763
1546,688519176466644993,2453,793
1547,688385280030670848,9872,4831
1548,688211956440801280,2360,908
1549,688179443353796608,2248,638
1550,688116655151435777,2996,850
1551,688064179421470721,1827,387
1552,687841446767013888,5802,2741
1553,687826841265172480,2898,1229
1554,687818504314159109,2655,1027
1555,687807801670897665,2537,760
1556,687732144991551489,1872,712
1557,687704180304273409,2592,912
1558,687664829264453632,2060,556
1559,687494652870668288,2033,624
1560,687480748861947905,1696,268
1561,687476254459715584,2092,582
1562,687460506001633280,2169,588
1563,687399393394311168,2013,680
1564,687317306314240000,21344,9937
1565,687312378585812992,4622,2064
1566,687127927494963200,5798,2477
1567,687124485711986689,2300,551
1568,687109925361856513,6169,2676
1569,687102708889812993,2485,1075
1570,687096057537363968,2387,658
1571,686947101016735744,9132,3444
1572,686760001961103360,3733,1494
1573,686749460672679938,3674,1584
1574,686730991906516992,4405,1301
1575,686683045143953408,2984,871
1576,686618349602762752,3900,1473
1577,686606069955735556,2002,586
1578,686394059078897668,1862,740
1579,686386521809772549,3457,957
1580,686377065986265092,2357,606
1581,686358356425093120,2333,741
1582,686286779679375361,4252,1808
1583,686050296934563840,2342,799
1584,686035780142297088,1222,133
1585,686034024800862208,3312,1271
1586,686007916130873345,2622,454
1587,686003207160610816,1931,690
1588,685973236358713344,2238,577
1589,685943807276412928,1732,661
1590,685906723014619143,7983,3154
1591,685681090388975616,2154,137
1592,685667379192414208,2489,624
1593,685663452032069632,3455,1591
1594,685641971164143616,3113,841
1595,685547936038666240,34986,17028
1596,685532292383666176,3231,1245
1597,685325112850124800,10069,4337
1598,685321586178670592,2816,699
1599,685315239903100929,3552,1170
1600,685307451701334016,2198,478
1601,685268753634967552,3293,1313
1602,685198997565345792,2473,727
1603,685169283572338688,4350,1547
1604,684969860808454144,2509,417
1605,684959798585110529,7239,3408
1606,684940049151070208,3416,1135
1607,684926975086034944,3719,512
1608,684914660081053696,3720,1584
1609,684902183876321280,1995,575
1610,684880619965411328,2229,894
1611,684830982659280897,37230,23442
1612,684800227459624960,2879,1080
1613,684594889858887680,9494,3842
1614,684588130326986752,4372,1526
1615,684567543613382656,3195,1340
1616,684538444857667585,2811,1045
1617,684481074559381504,4107,1267
1618,684460069371654144,2095,604
1619,684241637099323392,8658,3581
1620,684225744407494656,1315,230
1621,684222868335505415,4083,1502
1622,684200372118904832,2299,1122
1623,684195085588783105,2033,562
1624,684188786104872960,3689,1270
1625,684177701129875456,2143,730
1626,684147889187209216,3161,1627
1627,684122891630342144,2116,516
1628,684097758874210310,4360,1563
1629,683857920510050305,4042,1208
1630,683852578183077888,2042,381
1631,683849932751646720,2783,1065
1632,683834909291606017,2781,1201
1633,683828599284170753,2971,1147
1634,683773439333797890,3550,1475
1635,683742671509258241,6910,3613
1636,683515932363329536,7818,3155
1637,683498322573824003,3364,1038
1638,683481228088049664,2795,1077
1639,683462770029932544,2590,726
1640,683449695444799489,4133,1743
1641,683391852557561860,8076,2593
1642,683357973142474752,3117,1020
1643,683142553609318400,3055,1131
1644,683111407806746624,3611,990
1645,683098815881154561,2301,714
1646,683078886620553216,2106,610
1647,683030066213818368,2288,795
1648,682962037429899265,39280,18168
1649,682808988178739200,1881,197
1650,682788441537560576,2623,1215
1651,682750546109968385,1617,476
1652,682697186228989953,1394,390
1653,682662431982772225,3229,1171
1654,682638830361513985,2182,651
1655,682429480204398592,3642,1262
1656,682406705142087680,8040,1912
1657,682393905736888321,2377,743
1658,682389078323662849,1774,506
1659,682303737705140231,3268,1083
1660,682259524040966145,4427,1323
1661,682242692827447297,3450,1286
1662,682088079302213632,19439,10768
1663,682059653698686977,5272,1843
1664,682047327939461121,3409,1048
1665,682032003584274432,6972,2189
1666,682003177596559360,3342,1656
1667,681981167097122816,2945,1116
1668,681891461017812993,2616,896
1669,681694085539872773,13533,4397
1670,681679526984871937,1868,484
1671,681654059175129088,2800,1007
1672,681610798867845120,2024,515
1673,681579835668455424,3749,1423
1674,681523177663676416,15173,6315
1675,681340665377193984,1739,303
1676,681339448655802368,9843,4406
1677,681320187870711809,2813,822
1678,681302363064414209,4188,1991
1679,681297372102656000,3387,1039
1680,681281657291280384,3411,1193
1681,681261549936340994,1540,297
1682,681242418453299201,1589,589
1683,681231109724700672,2538,525
1684,681193455364796417,3937,1614
1685,680970795137544192,2572,720
1686,680959110691590145,4826,2156
1687,680940246314430465,3423,1144
1688,680934982542561280,2198,479
1689,680913438424612864,2531,670
1690,680889648562991104,1868,397
1691,680836378243002368,3659,1441
1692,680805554198020098,2294,720
1693,680801747103793152,2502,897
1694,680798457301471234,3028,1128
1695,680609293079592961,2792,775
1696,680583894916304897,3831,1456
1697,680497766108381184,4480,2074
1698,680494726643068929,1813,523
1699,680473011644985345,2690,810
1700,680440374763077632,1537,547
1701,680221482581123072,1543,314
1702,680206703334408192,2995,1276
1703,680191257256136705,2272,550
1704,680176173301628928,4132,1697
1705,680161097740095489,2448,796
1706,680145970311643136,3830,1886
1707,680130881361686529,2426,1031
1708,680115823365742593,2870,989
1709,680100725817409536,3786,1484
1710,680085611152338944,13528,9664
1711,680070545539371008,2719,951
1712,680055455951884288,17677,7724
1713,679877062409191424,2077,694
1714,679872969355714560,2298,718
1715,679862121895714818,2609,676
1716,679854723806179328,3034,1340
1717,679844490799091713,2509,835
1718,679828447187857408,38370,15207
1719,679777920601223168,3263,1211
1720,679736210798047232,2213,865
1721,679729593985699840,2287,889
1722,679722016581222400,1749,509
1723,679530280114372609,5035,2241
1724,679527802031484928,2798,788
1725,679511351870550016,3565,1388
1726,679503373272485890,3342,1605
1727,679475951516934144,2223,689
1728,679462823135686656,33577,20400
1729,679405845277462528,2517,1306
1730,679158373988876288,22732,8790
1731,679148763231985668,2935,1112
1732,679132435750195208,3133,1250
1733,679111216690831360,6290,2765
1734,679062614270468097,18043,8893
1735,679047485189439488,2379,738
1736,679001094530465792,2985,1335
1737,678991772295516161,2451,1271
1738,678969228704284672,1730,498
1739,678800283649069056,2715,977
1740,678798276842360832,3681,1286
1741,678774928607469569,2943,999
1742,678767140346941444,3720,1477
1743,678764513869611008,1725,517
1744,678755239630127104,7532,3581
1745,678740035362037760,3965,1843
1746,678708137298427904,5854,2629
1747,678675843183484930,3026,1604
1748,678643457146150913,2163,460
1749,678446151570427904,4214,1704
1750,678424312106393600,5716,2753
1751,678410210315247616,4466,1969
1752,678399652199309312,61126,29808
1753,678396796259975168,1673,455
1754,678389028614488064,1966,454
1755,678380236862578688,2564,974
1756,678341075375947776,1820,583
1757,678334497360859136,1369,288
1758,678278586130948096,12078,6554
1759,678255464182861824,1666,401
1760,678023323247357953,2028,419
1761,678021115718029313,14488,6864
1762,677961670166224897,3593,1812
1763,677918531514703872,1413,440
1764,677895101218201600,5081,2274
1765,677716515794329600,3200,1044
1766,677700003327029250,3566,1550
1767,677698403548192770,1284,341
1768,677687604918272002,2604,909
1769,677673981332312066,3513,1612
1770,677662372920729601,2047,1049
1771,677644091929329666,1974,857
1772,677573743309385728,2246,781
1773,677565715327688705,1356,488
1774,677557565589463040,2559,1249
1775,677547928504967168,7295,3906
1776,677530072887205888,1120,242
1777,677335745548390400,3207,1928
1778,677334615166730240,1425,316
1779,677331501395156992,1145,254
1780,677328882937298944,3809,1606
1781,677314812125323265,1724,577
1782,677301033169788928,1309,442
1783,677269281705472000,2090,756
1784,677228873407442944,3717,1757
1785,677187300187611136,2870,987
1786,676975532580409345,2911,1150
1787,676957860086095872,2313,867
1788,676949632774234114,1363,424
1789,676948236477857792,2281,937
1790,676946864479084545,1782,405
1791,676942428000112642,2172,814
1792,676936541936185344,13320,5270
1793,676916996760600576,3110,1925
1794,676897532954456065,2363,782
1795,676864501615042560,2208,766
1796,676821958043033607,24186,16762
1797,676819651066732545,1884,709
1798,676811746707918848,1488,455
1799,676776431406465024,5229,2156
1800,676617503762681856,3034,1052
1801,676613908052996102,1140,208
1802,676606785097199616,1972,470
1803,676603393314578432,1230,418
1804,676593408224403456,4797,2314
1805,676590572941893632,963,135
1806,676588346097852417,2446,857
1807,676582956622721024,1260,301
1808,676575501977128964,2706,1202
1809,676533798876651520,1964,596
1810,676496375194980353,1591,570
1811,676470639084101634,12163,5000
1812,676440007570247681,1798,715
1813,676430933382295552,1462,370
1814,676263575653122048,2173,586
1815,676237365392908289,1276,314
1816,676219687039057920,78361,33222
1817,676215927814406144,1821,629
1818,676191832485810177,2385,1096
1819,676146341966438401,2000,714
1820,676121918416756736,2238,1245
1821,676101918813499392,2937,1236
1822,676098748976615425,3153,1542
1823,676089483918516224,1377,456
1824,675898130735476737,1713,611
1825,675891555769696257,2232,933
1826,675888385639251968,2486,1024
1827,675878199931371520,4363,1494
1828,675870721063669760,1715,607
1829,675853064436391936,2811,1388
1830,675849018447167488,983,162
1831,675845657354215424,2387,951
1832,675822767435051008,1588,567
1833,675820929667219457,1096,244
1834,675798442703122432,10695,3608
1835,675781562965868544,1689,506
1836,675740360753160193,1212,371
1837,675710890956750848,1980,885
1838,675707330206547968,2076,740
1839,675706639471788032,670,103
1840,675534494439489536,1893,445
1841,675531475945709568,1228,411
1842,675522403582218240,1082,304
1843,675517828909424640,1360,487
1844,675501075957489664,17835,6197
1845,675497103322386432,3269,1380
1846,675489971617296384,1348,632
